Map,Lot,Unit,Street Address,Acres,Class,Assess. 2021,Apprais. 2021,Improv. 2021,Land Value 2021,Total Value 2021,Assess. 2020,Apprais. 2020,Recent Sale,Recent Date,Previous Sale,Previous Date,Grafton Sale,Grafton Date
407,97,,65 PINNACLE RD,69,R,"$1,138,100","$1,375,300","$824,000","$551,300","$1,375,300","$1,099,200","$1,314,600",$0,2012-03-20,"$675,000",2001-12-14,$0,
407,98,,63 PINNACLE RD,22,R,"$692,600","$767,700","$457,700","$310,000","$767,700","$730,900","$799,000","$2,666",2001-12-14,"$170,000",1988-08-22,$0,
407,99,,67+69 PINNACLE RD,0.7,R,"$429,700","$429,700","$263,200","$166,500","$429,700","$342,900","$342,900","$95,053",1989-10-31,$0,,$0,
407,100,,75 PINNACLE RD,5.1,R,"$311,900","$311,900","$155,600","$156,300","$311,900","$217,300","$217,300","$170,000",2017-08-20,"$272,533",2016-10-18,$0,
407,101,,83 PINNACLE RD,10.73,R,"$404,100","$496,200","$273,500","$222,700","$496,200","$296,500","$380,100","$425,000",2018-10-26,"$84,900",1986-04-16,$0,
407,102,1000,91 PINNACLE RD,6.97,R,"$594,300","$594,300","$413,000","$181,300","$594,300","$545,700","$545,700",$0,2015-11-16,"$498,000",2014-04-30,$0,
407,102,2000,109 PINNACLE RD,37.78,S,"$2,800","$268,100",$0,"$268,100","$268,100","$2,800","$222,500","$112,533",2002-10-31,"$135,800",1986-08-18,$0,
407,104,,121 PINNACLE RD,3.3,R,"$397,200","$397,200","$236,000","$161,200","$397,200","$325,000","$325,000",$0,,$0,,$0,
407,106,,153 PINNACLE RD,0.32,R,"$149,500","$149,500","$55,500","$94,000","$149,500","$101,000","$101,000",$0,1996-08-05,"$4,000",1994-12-14,$0,
407,107,,1 ORFORDVILLE RD,5.1,R,"$743,600","$743,600","$535,400","$208,200","$743,600","$713,100","$713,100","$440,000",2014-08-04,$0,,$0,
407,108,,11 ORFORDVILLE RD,183,R,"$154,000","$462,500","$5,400","$457,100","$462,500","$138,400","$417,100","$100,000",2011-11-10,$0,,$0,
407,109,,112 HIGHBRIDGE RD,5.1,R,"$558,800","$558,800","$375,900","$182,900","$558,800","$524,800","$524,800",$0,2012-10-24,"$555,000",2007-10-15,$0,
407,110,,100 HIGHBRIDGE RD,13.49,R,"$1,578,300","$1,627,000","$1,249,900","$377,100","$1,627,000","$1,437,200","$1,481,100","$1,600,000",2018-11-26,$0,,$0,
407,111,,92 HIGHBRIDGE RD,107.82,R,"$611,500","$1,074,800","$395,700","$679,100","$1,074,800","$577,500","$996,700","$260,000",2001-07-23,"$100,000",1992-04-29,$0,
407,113,,66 HIGHBRIDGE RD,47.7,R,"$674,700","$885,800","$439,600","$446,200","$885,800","$535,100","$726,600",$0,2019-09-11,"$4,000",1998-05-04,$0,
407,114,,42 HIGHBRIDGE RD,21.3,R,"$921,500","$1,052,000","$715,100","$336,900","$1,052,000","$724,800","$840,700","$912,500",2018-05-11,"$865,000",2015-06-24,$0,
407,115,,41 HIGHBRIDGE RD,205,S,"$14,500","$722,500",$0,"$722,500","$722,500","$14,500","$628,800","$515,000",2018-08-23,$0,,$0,
407,116,,53 HIGHBRIDGE RD,6.4,R,"$406,700","$406,700","$222,600","$184,100","$406,700","$390,100","$390,100","$429,000",2015-06-22,"$175,000",1994-06-06,$0,
407,117,,65 HIGHBRIDGE RD,5.09,R,"$377,700","$377,700","$194,900","$182,800","$377,700","$326,100","$326,100",$0,,$0,,$0,
407,118,,85 HIGHBRIDGE RD,16.45,R,"$1,042,400","$1,167,100","$782,700","$384,400","$1,167,100","$1,042,500","$1,155,400","$1,620,000",2016-06-26,"$625,000",1996-11-07,$0,
407,119,,95 HIGHBRIDGE RD,29.92,R,"$232,200","$369,700","$17,300","$352,400","$369,700","$206,100","$331,000",$0,2020-07-07,$0,,$0,
407,120,,124 PINNACLE RD,13.89,R,"$396,700","$471,300","$256,800","$214,500","$471,300","$314,800","$382,500",$0,2015-09-09,"$13,000",1976-12-10,$0,
407,122,,1 CUTTING HILL LN,2.3,R,"$670,300","$670,300","$494,100","$176,200","$670,300","$668,600","$668,600",$0,2014-03-06,"$140,000",2002-09-06,$0,
407,123,,11 CUTTING HILL LN,10,R,"$672,400","$672,400","$420,300","$252,100","$672,400","$535,800","$535,800","$608,000",2020-07-06,$0,,"$608,000",2020-07-06
407,124,,15 CUTTING HILL LN,21.36,R,"$834,000","$915,200","$611,800","$303,400","$915,200","$726,300","$799,800",$0,2003-02-27,"$2,667",2000-12-19,$0,
407,125,1000,19 CUTTING HILL LN,12.5,R,"$1,149,500","$1,233,600","$954,300","$279,300","$1,233,600","$1,047,200","$1,111,400","$2,666",2001-11-02,"$360,000",1995-07-31,$0,
407,125,2000,47 HIGHBRIDGE RD,21.6,5,"$1,300","$243,100",$0,"$243,100","$243,100","$1,300","$200,300",$0,1995-07-31,$0,,$0,
407,128,,98 PINNACLE RD,10,R,"$228,800","$228,800","$38,200","$190,600","$228,800","$177,800","$177,800",$0,2008-06-16,$0,,$0,
407,130,,7 MASA MOREY LN,29.8,R,"$509,000","$610,200","$301,900","$308,300","$610,200","$431,500","$523,400",$0,2011-10-25,"$29,000",1986-11-19,$0,
407,131,,43 MASA MOREY LN,85.15,R,"$1,304,000","$1,638,000","$738,000","$900,000","$1,638,000","$1,259,800","$1,562,600","$2,666",2002-09-10,"$700,000",1994-01-14,$0,
407,133,,64 PINNACLE RD,19,R,"$688,800","$752,100","$393,900","$358,200","$752,100","$535,900","$592,900",$0,2013-11-06,"$15,000",1977-12-02,$0,
407,134,,50 PINNACLE RD,0.89,R,"$298,700","$298,700","$159,900","$138,800","$298,700","$226,800","$226,800",$0,2013-11-06,"$120,000",2011-02-15,$0,
407,135,,24 PINNACLE RD,38.1,R,"$1,831,900","$1,831,900","$1,132,300","$699,600","$1,831,900","$1,753,300","$1,753,300","$205,053",1989-12-01,"$168,000",1989-05-15,$0,
407,136,,10 PINNACLE RD,0.71,R,"$100,800","$100,800",$0,"$100,800","$100,800","$69,000","$69,000","$30,600",1999-12-30,$0,,$0,
407,137,,100 ORFORD RD,2.67,R,"$565,800","$565,800","$385,800","$180,000","$565,800","$410,000","$410,000",$0,2001-03-22,$0,,$0,
407,138,,4 PINNACLE RD,0.69,R,"$276,500","$276,500","$156,300","$120,200","$276,500","$250,800","$250,800","$4,000",1999-02-09,$0,,$0,
407,139,,96 ORFORD RD,7.39,R,"$578,200","$578,200","$342,000","$236,200","$578,200","$497,600","$497,600",$0,1994-12-15,"$4,000",1988-06-23,$0,
407,140,,92 ORFORD RD,14.84,R,"$24,500","$258,100","$8,800","$249,300","$258,100","$23,400","$204,300","$659,000",2014-09-22,"$345,000",2001-09-05,$0,
407,141,,84 ORFORD RD,1.59,R,"$688,600","$689,800","$477,800","$212,000","$689,800","$501,900","$503,000",$0,2018-10-12,"$659,000",2014-09-22,$0,
408,1,,16 BRITTON LN,4.1,R,"$400,300","$400,300","$258,300","$142,000","$400,300","$347,400","$347,400","$440,000",2018-04-16,"$130,000",1992-12-09,$0,
408,2,,39 PLEASANT ST,41.97,R,"$714,600","$900,500","$534,600","$365,900","$900,500","$610,600","$773,800",$0,2020-12-14,"$800,000",2018-06-15,$0,
408,3,,11 ORFORD RD,1.4,R,"$220,200","$220,200","$89,500","$130,700","$220,200","$118,500","$118,500","$1,000",2020-10-13,$0,,"$100,000",2020-10-13
408,3,,11 ORFORD RD,1.4,R,"$220,200","$220,200","$89,500","$130,700","$220,200","$118,500","$118,500","$1,000",2020-10-13,$0,,"$412,000",2021-04-01
408,4,,13 ORFORD RD,1.3,C,"$749,400","$749,400","$543,500","$205,900","$749,400","$664,600","$664,600",$0,2005-07-13,$0,,$0,
408,5,,15 ORFORD RD,0.47,R,"$210,100","$210,100","$116,900","$93,200","$210,100","$200,100","$200,100",$0,2008-07-30,"$75,000",1999-02-03,$0,
408,6,,23 ORFORD RD,3.6,R,"$235,800","$235,800","$83,600","$152,200","$235,800","$193,700","$193,700",$0,2007-03-23,"$4,000",1993-09-23,$0,
408,7,,27 ORFORD RD,45.8,R,"$93,200","$301,800","$4,300","$297,500","$301,800","$85,800","$269,700",$0,2003-12-09,$0,,$0,
408,8,,35 ORFORD RD,2,R,"$353,100","$353,100","$211,500","$141,600","$353,100","$289,200","$289,200","$4,000",1988-11-08,$0,,$0,
408,9,,41 ORFORD RD,3.8,E,"$113,800","$113,800",$0,"$113,800","$113,800","$87,900","$87,900",$0,,$0,,$0,
408,12,,92 POST POND LN (LAND ONLY),19.6,E,"$117,700","$117,700",$0,"$117,700","$117,700","$104,600","$104,600",$0,,$0,,$0,
408,13,,88 POST POND LN,0.31,R,"$185,700","$185,700","$33,500","$152,200","$185,700","$144,900","$144,900",$0,,$0,,$0,
408,14,,86 POST POND LN,36,R,"$48,000","$158,000","$1,500","$156,500","$158,000","$39,400","$141,700",$0,,$0,,$0,
408,15,,108 POST POND LN,0.2,R,"$174,600","$174,600","$35,100","$139,500","$174,600","$130,400","$130,400","$107,000",2008-03-11,$0,,$0,
408,16,,110 POST POND LN,0.15,R,"$204,500","$204,500","$79,000","$125,500","$204,500","$168,000","$168,000",$0,2005-12-06,$0,,$0,
408,18,,114 POST POND LN,0.25,R,"$171,600","$171,600","$42,800","$128,800","$171,600","$130,500","$130,500","$175,000",2020-11-18,"$45,000",1997-06-27,"$175,000",2020-11-18
408,21,,60 MASA MOREY LN,38.5,S,"$8,700","$290,600",$0,"$290,600","$290,600","$8,700","$266,300","$400,000",2018-08-23,$0,,$0,
408,22,1000,70 ORFORD RD,13.45,C,"$1,021,800","$1,021,800","$342,600","$679,200","$1,021,800","$870,500","$870,500",$0,1991-04-01,$0,,$0,
408,23,,42 ORFORD RD,76.4,S,"$7,000","$422,400",$0,"$422,400","$422,400","$7,000","$359,700",$0,2009-09-28,$0,,$0,
408,24,,24 ORFORD RD,1.6,R,"$342,600","$342,600","$203,600","$139,000","$342,600","$323,300","$323,300",$0,1992-05-11,"$19,000",1972-06-12,$0,
408,25,,16 ORFORD RD,8.97,E,"$1,048,600","$1,048,600","$714,500","$334,100","$1,048,600","$1,023,400","$1,023,400",$0,,$0,,$0,
408,26,,21 SPRING HILL LN,8.84,S,$300,"$165,600",$0,"$165,600","$165,600",$300,"$123,700","$835,000",1997-05-30,"$10,000",1997-01-31,$0,
408,27,,24 SPRING HILL LN,8.74,S,$300,"$156,600",$0,"$156,600","$156,600",$300,"$115,500","$835,000",1997-05-30,"$10,000",1997-01-31,$0,
408,28,,60 SPRING HILL LN,43.79,R,"$1,142,000","$1,281,600","$913,800","$367,800","$1,281,600","$1,082,900","$1,209,500","$835,000",1997-05-30,"$100,000",1989-10-12,$0,
408,29,,60 ROCKY HILL LN,42.5,R,"$1,744,200","$1,920,700","$1,112,100","$808,600","$1,920,700","$1,606,000","$1,766,200","$1,500,000",2011-10-13,"$925,048",1991-08-14,$0,
408,30,,45 DORCHESTER RD,25.95,R,"$491,800","$583,600","$314,000","$269,600","$583,600","$447,800","$530,900","$595,000",2008-05-30,"$240,000",1986-06-10,$0,
408,31,,53 DORCHESTER RD,4.29,R,"$365,300","$365,300","$209,700","$155,600","$365,300","$289,800","$289,800",$0,2020-12-11,"$4,000",1987-12-29,"$345,000",2021-04-01
408,33,,61 DORCHESTER RD,7.7,R,"$548,600","$548,600","$367,100","$181,500","$548,600","$495,900","$495,900",$0,2016-04-13,"$55,895",1989-12-06,$0,
408,34,,63 DORCHESTER RD,20.2,R,"$600,600","$687,200","$397,900","$289,300","$687,200","$553,300","$631,900","$240,000",1994-05-10,"$40,000",1987-12-22,$0,
408,35,,30 CITADEL LN,141,R,"$841,100","$1,313,300","$525,300","$788,000","$1,313,300","$824,800","$1,254,300","$825,000",2017-01-19,$0,,$0,
408,36,,18 CITADEL LN,9.4,R,"$446,700","$446,700","$146,500","$300,200","$446,700","$405,200","$405,200",$0,2021-01-11,"$394,000",2019-07-24,$0,
408,37,,43 FRANKLIN HILL RD,3.65,R,"$663,100","$663,100","$434,800","$228,300","$663,100","$612,900","$612,900",$0,2003-09-24,"$143,000",2000-05-01,$0,
408,38,,57 FRANKLIN HILL RD,16.85,R,"$451,400","$540,400","$187,900","$352,500","$540,400","$404,500","$485,000","$425,000",2018-12-11,$0,,$0,
408,39,,73 FRANKLIN HILL RD,11.34,R,"$784,200","$871,700","$468,400","$403,300","$871,700","$723,800","$803,000","$795,000",2019-01-31,"$545,000",1999-12-13,$0,
408,40,,83 FRANKLIN HILL RD,16,R,"$662,000","$791,700","$325,900","$465,800","$791,700","$516,300","$634,000","$500,000",2020-06-11,"$285,000",1996-07-18,"$500,000",2020-06-11
408,41,,7 HORTON LN,14.9,R,"$348,000","$401,600","$183,200","$218,400","$401,600","$297,600","$346,100",$0,,$0,,$0,
408,42,,11 HORTON LN,11.69,R,"$566,000","$608,700","$384,400","$224,300","$608,700","$505,800","$544,500",$0,2016-06-29,"$170,000",2014-12-30,$0,
408,43,,56 HORTON LN,20,R,"$1,562,300","$1,644,300","$1,181,700","$462,600","$1,644,300","$1,351,400","$1,425,900","$485,000",2001-01-12,"$80,000",1980-12-15,$0,
408,45,,108 HORTON LN,50.1,R,"$73,000","$164,900","$21,300","$143,600","$164,900","$68,900","$195,600",$0,1979-07-20,$0,,$0,
408,46,,44 HORTON LN,20,R,"$352,500","$426,500","$191,000","$235,500","$426,500","$311,300","$378,500","$18,000",1983-08-12,"$36,000",1977-09-09,$0,
408,47,1000,36 HORTON LN,30.1,R,"$1,415,400","$1,527,900","$1,053,200","$474,700","$1,527,900","$1,349,500","$1,451,500","$1,490,000",2013-11-26,"$285,000",1995-09-18,$0,
408,47,2000,18 HORTON LN,12.7,S,$800,"$160,200",$0,"$160,200","$160,200",$800,"$163,200",$0,2012-04-26,"$185,000",2003-12-02,$0,
408,48,2000,129 FRANKLIN HILL RD,12.75,R,"$516,800","$596,500","$403,600","$192,900","$596,500","$447,900","$513,500","$617,000",2021-04-15,"$525,000",2013-03-14,"$615,000",2021-04-01
408,48,1000,145 FRANKLIN HILL RD,44.4,S,"$155,100","$554,000",$0,"$554,000","$554,000","$5,100","$310,700","$600,000",2020-12-16,$100,1974-06-10,"$600,000",2020-12-16
408,50,,181 ACORN HILL RD,11.65,R,"$941,900","$1,026,500","$743,700","$282,800","$1,026,500","$767,300","$843,900",$0,2012-06-15,"$765,000",2006-06-28,$0,
408,51,,11 HIGHBRIDGE RD,14.9,R,"$1,387,300","$1,470,000","$1,117,300","$352,700","$1,470,000","$1,193,200","$1,268,000","$960,000",2000-06-24,"$190,000",1992-02-10,$0,
408,52,,3 HARDSCRABBLE LN,14.4,S,"$6,100","$138,700",$0,"$138,700","$138,700","$6,100","$359,800",$0,2015-12-21,"$363,533",2015-08-07,$0,
408,53,,11 HARDSCRABBLE LN,13.5,S,"$1,200","$425,300",$0,"$425,300","$425,300","$1,200","$316,200","$375,000",2017-12-29,"$900,000",1999-09-08,$0,
408,54,,21 HARDSCRABBLE LN,30.3,R,"$908,300","$1,129,600","$642,200","$487,400","$1,129,600","$872,000","$1,072,900","$1,200,000",2017-12-28,"$900,000",1999-09-08,$0,
408,55,,18 + 20 HARDSCRABBLE LN,32.5,R,"$1,004,200","$1,239,000","$563,900","$675,100","$1,239,000","$909,300","$1,122,200",$0,2016-01-14,$0,,$0,
408,56,,172 ACORN HILL RD,0.94,R,"$303,900","$303,900","$135,200","$168,700","$303,900","$205,700","$205,700",$0,1993-01-06,$0,,$0,
408,57,1000,112 ACORN HILL RD,10.51,S,$700,"$375,900",$0,"$375,900","$375,900",$700,"$240,800","$235,000",1997-08-01,"$350,000",1993-12-03,$0,
408,57,2000,118 ACORN HILL RD,13.26,S,"$3,300","$428,000",$0,"$428,000","$428,000","$3,300","$313,900","$235,000",1997-08-01,"$350,000",1993-12-03,$0,
408,57,3000,146 ACORN HILL RD,110.62,R,"$1,967,900","$2,515,000","$1,330,200","$1,184,800","$2,515,000","$1,791,500","$2,287,400","$3,315,000",2012-12-18,"$3,000,000",2010-01-29,$0,
408,57,4000,160 ACORN HILL RD,22.08,R,"$738,600","$891,200","$487,700","$403,500","$891,200","$656,000","$794,000","$3,315,000",2012-12-18,"$3,000,000",2010-01-29,$0,
408,58,,82 ACORN HILL RD,103.1,R,"$705,400","$1,240,600","$388,000","$852,600","$1,240,600","$692,300","$1,177,500","$152,333",2009-12-10,"$340,000",1990-12-21,$0,
408,59,,70 ACORN HILL RD,10.07,S,"$3,700","$81,400",$0,"$81,400","$81,400","$3,700","$69,200","$200,000",2013-12-03,"$305,000",2009-09-18,$0,
408,60,,62 ACORN HILL RD,0.87,R,"$175,200","$175,200","$25,900","$149,300","$175,200","$127,300","$127,300",$0,,$0,,$0,
408,61,1000,21 POUT POND LN,5.02,R,"$289,500","$289,500","$133,700","$155,800","$289,500","$244,500","$244,500","$20,000",1998-04-02,$0,,$0,
408,61,2000,29 POUT POND LN,5.25,R,"$349,500","$349,500","$171,000","$178,500","$349,500","$284,600","$284,600","$278,933",2005-10-13,$1,1998-12-09,$0,
408,62,,53 ACORN HILL RD,3.8,R,"$478,900","$478,900","$243,600","$235,300","$478,900","$413,100","$413,100","$389,000",2017-04-14,"$2,666",2002-11-07,$0,
408,64,1000,75 ACORN HILL RD,16.8,R,"$668,900","$735,200","$399,600","$335,600","$735,200","$575,800","$635,900",$0,2001-03-21,"$65,000",1985-07-31,$0,
408,64,2000,77 ACORN HILL RD,12.12,R,"$507,600","$551,500","$302,400","$249,100","$551,500","$396,400","$436,200",$0,2000-02-10,"$65,000",1985-07-31,$0,
408,66,,115 ACORN HILL RD,7.7,R,"$201,400","$201,400","$29,900","$171,500","$201,400","$154,600","$154,600",$0,,$0,,$0,
408,67,,145 ACORN HILL RD,67,S,"$6,500","$477,500",$0,"$477,500","$477,500","$6,500","$393,000","$340,000",2016-08-26,"$4,000",1996-07-23,$0,
408,68,,171 ACORN HILL RD (LAND ONLY),0.04,E,$400,$400,$0,$400,$400,$400,$400,$0,,$0,,$0,
408,70,1000,108 FRANKLIN HILL RD,15.7,S,"$1,200","$222,900",$0,"$222,900","$222,900","$1,200","$174,700","$2,667",2000-11-30,"$47,000",1996-09-04,$0,
408,70,2000,114 FRANKLIN HILL RD,5,R,"$721,600","$721,600","$458,600","$263,000","$721,600","$645,300","$645,300","$670,000",2015-08-06,"$2,666",2002-09-25,$0,
408,71,1000,96 FRANKLIN HILL RD,47.12,R,"$841,300","$1,036,700","$596,300","$440,400","$1,036,700","$811,400","$990,700","$2,667",2000-11-30,"$585,000",1995-09-13,$0,
408,71,2000,84 FRANKLIN HILL RD,12.1,R,"$584,700","$708,700","$432,600","$276,100","$708,700","$566,300","$654,600","$225,000",2013-05-03,"$110,000",2007-10-09,$0,
408,72,,76 FRANKLIN HILL RD,0.99,R,"$583,300","$583,300","$397,900","$185,400","$583,300","$524,200","$524,200","$75,000",2014-01-21,"$35,000",2002-12-24,$0,
408,73,,70 FRANKLIN HILL RD,2.41,R,"$630,000","$630,000","$402,700","$227,300","$630,000","$599,800","$599,800","$640,000",2015-11-16,"$198,200",1996-11-22,"$789,000",2021-04-01
408,74,,66 FRANKLIN HILL RD,2.34,R,"$500,100","$500,100","$288,700","$211,400","$500,100","$488,000","$488,000","$500,000",2009-06-16,"$410,000",2005-04-07,$0,
408,75,1000,56 FRANKLIN HILL RD,21.1,R,"$655,600","$736,800","$397,300","$339,500","$736,800","$536,900","$622,300","$640,000",2015-09-08,"$575,000",2009-03-17,$0,
409,3,,1 FRANKLIN HILL RD,3.24,R,"$478,400","$478,400","$334,800","$143,600","$478,400","$405,400","$405,400","$331,000",2011-03-17,"$353,533",2009-11-30,$0,
409,5,,14 FRANKLIN HILL RD,112,R,"$580,300","$766,100","$379,200","$386,900","$766,100","$550,600","$1,001,400","$730,000",2020-05-18,"$285,000",1986-05-01,"$730,000",2020-05-18
409,7,,141 DORCHESTER RD,0.61,R,"$268,200","$268,200","$161,600","$106,600","$268,200","$256,200","$256,200","$60,000",2015-01-21,"$69,000",2014-09-02,$0,
409,8,,147 DORCHESTER RD,2.36,R,"$268,200","$268,200","$134,400","$133,800","$268,200","$191,600","$191,600",$0,,$0,,$0,
409,9,,165 DORCHESTER RD,0.5,R,"$310,100","$310,100","$183,800","$126,300","$310,100","$326,700","$326,700","$140,000",2001-04-20,"$128,000",1996-09-04,$0,
409,10,,167 DORCHESTER RD,0.82,R,"$290,800","$290,800","$134,700","$156,100","$290,800","$263,900","$263,900",$0,2006-06-08,"$120,000",1996-09-13,$0,
409,11,,169 DORCHESTER RD,0.6,R,"$216,000","$216,000","$91,100","$124,900","$216,000","$172,800","$172,800",$0,2008-11-21,$100,1965-01-18,$0,
409,12,1000,171 DORCHESTER RD,0.45,R,"$420,200","$420,200","$311,600","$108,600","$420,200","$368,300","$368,300","$390,000",2012-06-26,"$160,000",2010-04-30,$0,
409,12,2000,173 DORCHESTER RD,0.34,R,"$320,900","$320,900","$208,300","$112,600","$320,900","$307,800","$307,800","$120,000",2010-05-12,"$12,381",1993-08-17,$0,
409,13,,175 DORCHESTER RD,0.43,,"$324,700","$324,700","$209,600","$115,100","$324,700","$307,400","$307,400","$100,000",1992-09-23,$0,,$0,
409,14,,177 DORCHESTER RD,2.8,E,"$627,600","$627,600","$383,800","$243,800","$627,600","$550,700","$550,700",$0,,$0,,$0,
409,15,,179 DORCHESTER RD,0.42,R,"$451,100","$451,100","$338,700","$112,400","$451,100","$429,300","$429,300","$460,000",2017-09-25,"$392,533",2013-06-17,$0,
409,16,,181 DORCHESTER RD,0.59,C,"$484,900","$484,900","$245,600","$239,300","$484,900","$429,200","$429,200","$325,000",2012-04-27,$0,,$0,
409,17,,15 DERBY LN,4.1,R,"$211,200","$211,200",$0,"$211,200","$211,200","$232,600","$232,600","$218,700",2020-02-18,$0,,$0,
409,18,,183 DORCHESTER RD (LCAB),1.3,E,"$755,500","$755,500","$524,400","$231,100","$755,500","$648,300","$648,300",$0,,$0,,$0,
409,19,,185 DORCHESTER RD,0.87,R,"$542,200","$542,200","$376,200","$166,000","$542,200","$474,800","$474,800",$0,2009-11-12,"$261,500",1997-07-14,$0,
409,20,,187 DORCHESTER RD,1.5,R,"$605,000","$605,000","$432,100","$172,900","$605,000","$590,500","$590,500","$173,000",2012-10-18,$0,,$0,
409,21,,11 ACORN HILL RD,27,R,"$369,900","$510,200","$207,300","$302,900","$510,200","$294,500","$421,600",$0,2013-11-26,"$132,000",2008-11-12,$0,
409,22,,45 ACORN HILL RD,4.4,R,"$299,400","$299,400","$143,300","$156,100","$299,400","$222,700","$222,700",$0,2007-11-26,"$85,000",1996-08-30,$0,
409,24,,22 POUT POND LN,6.9,R,"$380,500","$380,500","$207,900","$172,600","$380,500","$328,400","$328,400","$345,000",2011-01-12,"$330,000",2006-08-29,"$525,000",2021-04-01
409,25,,38 ACORN HILL RD,12.5,S,"$1,600","$158,100",$0,"$158,100","$158,100","$1,600","$122,200","$4,000",1970-05-15,$0,,$0,
409,26,,34 ACORN HILL RD,2.9,R,"$397,100","$397,100","$245,500","$151,600","$397,100","$363,400","$363,400","$19,200",1988-03-24,$0,,$0,
409,27,,26 ACORN HILL RD,17.8,R,"$644,500","$729,100","$463,100","$266,000","$729,100","$579,000","$655,800","$735,000",2020-05-27,"$650,000",2015-03-04,"$735,000",2020-05-27
409,28,,28 ACORN HILL RD,19.9,S,$900,"$221,300",$0,"$221,300","$221,300",$900,"$202,400",$0,2017-07-25,"$150,000",1997-09-29,$0,
409,29,,20 ACORN HILL RD,9.8,R,"$474,500","$474,500","$262,700","$211,800","$474,500","$366,000","$366,000",$0,2015-10-08,"$80,000",1994-07-29,$0,
409,30,,8 ACORN HILL RD,5,R,"$776,700","$776,700","$584,200","$192,500","$776,700","$718,100","$718,100","$732,000",2017-07-17,"$715,000",2015-06-24,$0,
409,31,,2 ACORN HILL RD,1.1,R,"$160,200","$160,200","$26,100","$134,100","$160,200","$124,300","$124,300","$141,000",2019-06-03,"$135,000",2008-10-31,$0,
409,32,,197 DORCHESTER RD,1.4,R,"$225,000","$225,000","$94,700","$130,300","$225,000","$186,300","$186,300",$0,2005-03-14,$0,,$0,
409,34,,201 DORCHESTER RD,1.1,R,"$399,800","$399,800","$270,900","$128,900","$399,800","$324,100","$324,100","$339,500",2009-11-23,"$310,000",2008-02-21,$0,
409,35,,215 DORCHESTER RD,3.2,R,"$249,400","$249,400","$112,400","$137,000","$249,400","$177,300","$177,300",$0,2005-12-07,$0,,$0,
409,36,,225 DORCHESTER RD,5.8,R,"$149,400","$149,400","$12,100","$137,300","$149,400","$111,300","$111,300","$50,533",2005-06-02,"$75,000",2000-05-08,$0,
409,37,,227 DORCHESTER RD,2,R,"$209,100","$209,100","$90,800","$118,300","$209,100","$168,600","$168,600",$0,,$0,,$0,
409,39,,1 FLINT HILL RD,1.7,R,"$246,600","$246,600","$107,000","$139,600","$246,600","$219,100","$219,100",$0,2007-06-19,"$88,500",1994-10-03,$0,
409,40,,232 DORCHESTER RD,80.7,R,"$422,900","$670,300","$258,800","$411,500","$670,300","$349,100","$572,900",$0,2018-05-04,"$150,000",1996-07-29,$0,
409,43,,224 DORCHESTER RD,10.9,R,"$5,200","$16,100","$4,100","$12,000","$16,100","$4,900","$14,700","$14,000",2005-01-26,$0,,$0,
409,44,,228 DORCHESTER RD,1.56,R,"$208,800","$208,800","$77,800","$131,000","$208,800","$172,500","$172,500",$0,,$0,,$0,
409,45,,216 DORCHESTER RD,207.89,S,"$13,500","$680,300",$0,"$680,300","$680,300","$13,500","$599,100",$0,2011-12-30,"$600,000",2006-03-01,$0,
409,46,,202 DORCHESTER RD,2.69,R,"$346,600","$346,600","$210,700","$135,900","$346,600","$294,000","$294,000",$0,2014-04-18,$0,,$0,
409,47,,196 DORCHESTER RD,5.1,R,"$316,300","$316,300","$145,200","$171,100","$316,300","$244,400","$244,400",$0,2014-11-10,"$42,500",1997-07-16,$0,
409,48,,188 DORCHESTER RD,0.54,R,"$260,500","$260,500","$165,900","$94,600","$260,500","$160,900","$160,900","$143,000",2010-12-27,"$65,048",1992-06-03,$0,
409,49,,182 DORCHESTER RD,2.1,,"$522,800","$522,800","$336,100","$186,700","$522,800","$474,700","$474,700","$225,053",1989-09-22,"$125,000",1987-06-03,$0,
409,50,,180 DORCHESTER RD,1.1,R,"$373,200","$373,200","$212,500","$160,700","$373,200","$350,000","$350,000",$0,2019-03-04,"$400,000",2018-08-20,$0,
409,51,,11 BAKER HILL RD,32.01,R,"$654,800","$822,100","$442,600","$379,500","$822,100","$598,500","$750,400","$230,000",1995-09-06,$0,,$0,
409,53,1000,59 BAKER HILL RD,58,S,"$4,800","$141,700",$0,"$141,700","$141,700","$4,800","$125,300",$0,2011-01-08,$0,,$0,
409,53,2000,57 BAKER HILL RD,30,R,"$343,100","$472,000","$179,900","$292,100","$472,000","$335,800","$452,800","$305,000",2001-12-12,"$4,000",1996-09-13,$0,
409,54,,63 BAKER HILL RD,7.2,R,"$546,100","$546,100","$370,900","$175,200","$546,100","$455,200","$455,200","$480,000",2007-08-31,"$90,000",1995-04-28,$0,
409,55,,67 + 69 BAKER HILL RD,2.2,R,"$533,100","$533,100","$348,300","$184,800","$533,100","$427,600","$427,600","$180,000",1992-05-15,"$165,000",1990-07-23,$0,
409,56,,71 BAKER HILL RD,0.97,R,"$271,800","$271,800","$131,500","$140,300","$271,800","$220,300","$220,300","$260,000",2016-06-06,"$242,000",2008-08-29,$0,
409,57,,95 BAKER HILL RD,75,S,"$10,800","$366,700",$0,"$366,700","$366,700","$10,800","$306,500",$0,2012-03-19,"$325,933",2005-03-21,$0,
