PID	Street Address	MBLU	Map	Lot	Unit	Book&Page	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	Prev. Assess.	Prev. Apprais		Increased Assessment
1111	60 BLISS LN	410/  48/  /  / 	410	48		  1327/0271	"$128,800 "	"$128,800 "	2.9	1300	RES ACLNDV	RD	1	2016	$0 	"$128,800 "	"$128,800 "	$0 				"$103,700 "	"$103,700 "		"$25,100 "
102815	115 ORFORD RD (CHAFFEE)	407/  5/  2000/  / 	407	5	2000	  1319/ 422	"$126,900 "	"$126,900 "	21.02	9035	TOWN-PROP	RD	1	2016	$0 	"$126,900 "	"$126,900 "	$0 	10/7/77			"$114,900 "	"$114,900 "		"$12,000 "
700	57 NORTH THETFORD RD	407/  40/  /  / 	407	40		002842/0827	"$126,500 "	"$126,500 "	0.33	1030	MOBILE HOM  MDL-02	RD	1	2016	"$48,900 "	"$77,600 "	"$126,500 "	"$45,000 "	6/24/03			"$113,800 "	"$113,800 "		"$12,700 "
101442	44 FRANKLIN HILL RD	408/  75/  3000/  / 	408	75	3000	  4132/0455	"$121,000 "	"$431,600 "	36	1060	AC LND IMP	RD	1	2016	"$3,500 "	"$428,100 "	"$431,600 "	"$260,000 "	6/4/15	"$110,000 "	10/9/07	"$35,400 "	"$277,900 "		"$85,600 "
849	92 POST POND LN (LAND ONLY)	408/  12/  /  / 	408	12		  1176/0426	"$117,700 "	"$117,700 "	19.6	9035	TOWN-PROP	RD	1	2016	$0 	"$117,700 "	"$117,700 "	$0 				"$104,600 "	"$104,600 "		"$13,100 "
1190	100 GRAFTON TK	413/  16/  /  / 	413	16		  3780/0740	"$114,300 "	"$114,300 "	3.1	1060	AC LND IMP	ELD	1	2016	"$1,200 "	"$113,100 "	"$114,300 "	"$94,000 "	3/15/11	"$30,000 "	3/12/96	"$88,200 "	"$88,200 "		"$26,100 "
183	49 HIGH ST	201/  133/  /  / 	201	133		  4581/ 400	"$113,900 "	"$113,900 "	0.95	1060	AC LND IMP	LCD	1	2016	"$10,900 "	"$103,000 "	"$113,900 "	"$100,000 "	12/3/20	"$25,000 "	11/23/15	"$79,500 "	"$79,500 "		"$34,400 "
846	41 ORFORD RD	408/  9/  /  / 	408	9		 	"$113,800 "	"$113,800 "	3.8	9010	STATE NH	RD	1	2016	$0 	"$113,800 "	"$113,800 "	$0 				"$87,900 "	"$87,900 "		"$25,900 "
1039	12 BAKER HILL RD	409/  84/  /  / 	409	84		  4612/ 972	"$113,300 "	"$422,400 "	81.21	1300	RES ACLNDV	RD	1	2016	$0 	"$422,400 "	"$422,400 "	"$400,000 "	3/19/21	"$687,000 "	9/12/06	"$108,100 "	"$407,700 "		"$5,200 "
102	3 MAIN ST	201/  71/  /  / 	201	71		 	"$111,500 "	"$111,500 "	0.63	9010	STATE NH	LCD	1	2016	"$7,500 "	"$104,000 "	"$111,500 "	$0 				"$99,400 "	"$99,400 "		"$12,100 "
1191	96 GRAFTON TK	413/  17/  /  / 	413	17		  3780/0738	"$110,100 "	"$110,100 "	2.95	1300	RES ACLNDV	ELD	1	2016	$0 	"$110,100 "	"$110,100 "	"$94,000 "	3/15/11			"$84,500 "	"$84,500 "		"$25,600 "
102768	29 HIGH ST	201/  128/  2000/  / 	201	128	2000	  2197/0241	"$109,300 "	"$109,300 "	2.77	1300	RES ACLNDV	LCD	1	2016	$0 	"$109,300 "	"$109,300 "	"$165,000 "	5/17/96			"$83,800 "	"$83,800 "		"$25,500 "
102732	172 GOOSE POND RD	410/  76/  /  / 	410	76		  3323/0687	"$105,600 "	"$105,600 "	0.46	1030	MOBILE HOM  MDL-02	RD	1	2016	"$36,300 "	"$69,300 "	"$105,600 "	"$80,000 "	9/1/06			"$79,300 "	"$79,300 "		"$26,300 "
67	20 UNION ST (BIG ROCK)	201/  47/  /  / 	201	47		  3059/0499	"$103,200 "	"$103,200 "	12.82	9200	NON PROFIT  MDL-00	LCD	1	2016	$0 	"$103,200 "	"$103,200 "	$0 	9/29/04	"$475,000 "	5/29/01	"$87,400 "	"$87,400 "		"$15,800 "
349	183 DARTMOUTH COLLEGE HY	402/  54/  /  / 	402	54		  1946/0430	"$102,600 "	"$102,600 "	37.3	9200	NON PROFIT  MDL-00	RD	1	2016	$0 	"$102,600 "	"$102,600 "	"$4,000 "	12/31/91			"$93,300 "	"$93,300 "		"$9,300 "
1164	280 GRAFTON TK	412/  3/  /  / 	412	3		  3848/0046	"$102,500 "	"$2,792,500 "	2076	6335	OTUNR-5	MFD	1	2016	$0 	"$2,792,500 "	"$2,792,500 "	$0 	12/30/11	"$2,150,000 "	9/6/06	"$102,500 "	"$2,526,900 "		$0 
1137	176 GOOSE POND RD	410/  74/  /  / 	410	74		  1553/0914	"$101,500 "	"$101,500 "	0.6	1030	MOBILE HOM  MDL-02	RD	1	2016	"$26,500 "	"$75,000 "	"$101,500 "	"$25,000 "	7/23/85			"$75,500 "	"$75,500 "		"$26,000 "
832	10 PINNACLE RD	407/  136/  /  / 	407	136		  2441/0006	"$100,800 "	"$100,800 "	0.71	1300	RES ACLNDV	RD	1	2016	$0 	"$100,800 "	"$100,800 "	"$30,600 "	12/30/99			"$69,000 "	"$69,000 "		"$31,800 "
1154	354 GOOSE POND RD	411/  9/  /  / 	411	9		  1418/0867	"$100,400 "	"$100,400 "	5.4	9000	US GOVT	RD	1	2016	$0 	"$100,400 "	"$100,400 "	$0 				"$79,000 "	"$79,000 "		"$21,400 "
844	27 ORFORD RD	408/  7/  /  / 	408	7		002936/0109	"$93,200 "	"$301,800 "	45.8	1013	SFR WATER  MDL-01	RD	1	2016	"$4,300 "	"$297,500 "	"$301,800 "	$0 	12/9/03			"$85,800 "	"$269,700 "		"$7,400 "
1450	625 DORCHESTER RD	420/  10/  /  / 	420	10		  4023/ 0683	"$92,100 "	"$92,100 "	0.62	1060	AC LND IMP	ELD	1	2016	"$18,900 "	"$73,200 "	"$92,100 "	$0 	11/6/13	"$9,500 "	10/14/81	"$80,600 "	"$80,600 "		"$11,500 "
1435	7 LAMBERT RG	419/  7/  /  / 	419	7		003095/0137	"$88,300 "	"$88,300 "	114.7	9000	US GOVT	MFD	1	2016	$0 	"$88,300 "	"$88,300 "	"$47,950 "	12/16/04	"$33,533 "	4/1/04	"$80,300 "	"$80,300 "		"$8,000 "
1138	174 GOOSE POND RD	410/  75/  /  / 	410	75		  3569/0737	"$86,500 "	"$86,500 "	0.17	1010	SINGLE FAM MDL01	RD	1	2016	"$40,000 "	"$46,500 "	"$86,500 "	"$139,000 "	12/9/08			"$69,300 "	"$69,300 "		"$17,200 "
1439	511 DORCHESTER RD	420/  2/  /  / 	420	2		  3095/0137	"$85,000 "	"$85,000 "	110.35	9000	US GOVT	MFD	1	2016	$0 	"$85,000 "	"$85,000 "	"$47,950 "	12/16/04	"$1,770 "	12/10/98	"$77,200 "	"$77,200 "		"$7,800 "
1087	24 BAILEY HILL LN	410/  24/  /  / 	410	24		  3657/0390	"$83,500 "	"$83,500 "	8	1300	RES ACLNDV	RD	1	2016	$0 	"$83,500 "	"$83,500 "	$0 	10/27/09	"$60,000 "	9/2/04	"$68,100 "	"$68,100 "		"$15,400 "
1193	25 CANAAN LEDGE LN (L/O)	413/  20/  /  / 	413	20		  1302/0550	"$77,500 "	"$77,500 "	16	9035	TOWN-PROP	ELD	1	2016	$0 	"$77,500 "	"$77,500 "	$0 				"$68,300 "	"$68,300 "		"$9,200 "
1125	193 GOOSE POND RD	410/  62/  /  / 	410	62		  1825/0734	"$77,400 "	"$77,400 "	0.3	1030	MOBILE HOM  MDL-02	RD	1	2016	"$27,000 "	"$50,400 "	"$77,400 "	"$49,900 "	9/14/89	"$45,000 "	8/15/88	"$56,800 "	"$56,800 "		"$20,600 "
1469	637 DORCHESTER RD (LAND ONLY)	421/  1/  /  / 	421	1		 	"$75,600 "	"$75,600 "	0.37	9035	TOWN-PROP	ELD	1	2016	$0 	"$75,600 "	"$75,600 "	$0 				"$70,600 "	"$70,600 "		"$5,000 "
388	117 RIVER RD	402/  90/  /  / 	402	90		  3938/0992	"$73,500 "	"$73,500 "	3.5	1320	RES ACLNUD	RD	1	2016	$0 	"$73,500 "	"$73,500 "	$0 	12/11/12			"$60,800 "	"$60,800 "		"$12,700 "
883	108 HORTON LN	408/  45/  /  / 	408	45		  1370/0997	"$73,000 "	"$164,900 "	50.1	1010	SINGLE FAM MDL01	RD	1	2016	"$21,300 "	"$143,600 "	"$164,900 "	$0 	7/20/79			"$68,900 "	"$195,600 "		"$4,100 "
1197	14 CANAAN LEDGE LN	413/  24/  /  / 	413	24		  4516/ 908	"$67,900 "	"$67,900 "	2	1060	AC LND IMP		1	2016	"$4,300 "	"$63,600 "	"$67,900 "	"$525,000 "	4/4/20	"$555,000 "	6/28/17	"$52,800 "	"$52,800 "		"$15,100 "
1229	67 SMITH MOUNTAIN RD	414/  16/  /  / 	414	16		  2404/0604	"$65,100 "	"$111,900 "	11.3	1010	SINGLE FAM MDL01	RD	1	2016	"$31,900 "	"$80,000 "	"$111,900 "	"$10,000 "	6/18/99			"$67,800 "	"$110,300 "		"($2,700)"
1356	141 SMITH MOUNTAIN RD	415/  22/  /  / 	415	22		  2380/0428	"$59,500 "	"$2,464,300 "	1871.8	6214	HWMR-4	MFD	1	2016	$0 	"$2,464,300 "	"$2,464,300 "	"$1,125,000 "	3/19/99	"$4,000 "	6/2/97	"$59,500 "	"$2,254,200 "		$0 
1436	8 LAMBERT RG	419/  8/  /  / 	419	8		  3102/0731	"$57,100 "	"$57,100 "	64.85	9000	US GOVT	MFD	1	2016	$0 	"$57,100 "	"$57,100 "	"$27,000 "	1/15/05	"$5,000 "	4/10/87	"$51,900 "	"$51,900 "		"$5,200 "
417	101 EAST THETFORD RD	403/  9/  /  / 	403	9		  4257/0489	"$55,700 "	"$643,500 "	52.81	1060	AC LND IMP	RD	1	2016	"$34,800 "	"$608,700 "	"$643,500 "	"$689,000 "	1/19/17	"$500,000 "	6/23/15	"$51,600 "	"$543,800 "		"$4,100 "
207	19 GOOSE POND RD	401/  18/  /  / 	401	18		  4011/0594	"$54,400 "	"$649,200 "	125.6	1060	AC LND IMP	RD	1	2016	"$1,700 "	"$647,500 "	"$649,200 "	$0 	9/16/13			"$54,200 "	"$579,800 "		$200 
189	76 GOODELL LN	401/  4/  /  / 	401	4		  3136/0533	"$53,300 "	"$138,100 "	37	1060	AC LND IMP	RD	1	2016	"$8,500 "	"$129,600 "	"$138,100 "	$0 	5/5/05			"$43,000 "	"$119,700 "		"$10,300 "
350	199 DARTMOUTH COLLEGE HY	402/  55/  /  / 	402	55		  3767/0941	"$52,200 "	"$52,200 "	15.8	9200	NON PROFIT  MDL-00	RD	1	2016	$0 	"$52,200 "	"$52,200 "	$0 	1/10/11	"$35,000 "	12/3/99	"$45,700 "	"$45,700 "		"$6,500 "
688	32 POST POND LN	407/  28/  /  / 	407	28		  4573/ 833	"$50,200 "	"$50,200 "	0.43	1060	AC LND IMP	RD	1	2016	"$2,600 "	"$47,600 "	"$50,200 "	"$50,000 "	11/10/20			"$52,300 "	"$52,300 "		"($2,100)"
851	86 POST POND LN	408/  14/  /  / 	408	14		 	"$48,000 "	"$158,000 "	36	1060	AC LND IMP	RD	1	2016	"$1,500 "	"$156,500 "	"$158,000 "	$0 				"$39,400 "	"$141,700 "		"$8,600 "
40	18 MARKET ST (BIG ROCK)	201/  31/  2000/  / 	201	31	2000	  2295/0028	"$43,000 "	"$43,000 "	9.99	9035	TOWN-PROP		1	2016	$0 	"$43,000 "	"$43,000 "	$0 	11/18/97			"$37,300 "	"$37,300 "		"$5,700 "
133	6 JOHN THOMSON WY(HORSESHD)	201/  93/  200/  / 	201	93	200	  1005/0574	"$42,000 "	"$42,000 "	0	9060	CHURCH ETC  MDL-00		1	2016	"$42,000 "	$0 	"$42,000 "	$0 				"$38,500 "	"$38,500 "		"$3,500 "
643	105 ORFORD RD (LAND ONLY)	407/  4/  /  / 	407	4		  2507/0744	"$40,400 "	"$40,400 "	2.2	9035	TOWN-PROP	RD	1	2016	$0 	"$40,400 "	"$40,400 "	$0 	12/20/00	"$20,000 "	7/17/92	"$37,000 "	"$37,000 "		"$3,400 "
132	6 JOHN THOMSON WY (L/O)	201/  93/  100/  / 	201	93	100	 	"$40,300 "	"$40,300 "	0.16	9030	MUNICPAL  MDL-00	LDC	1	2016	$0 	"$40,300 "	"$40,300 "	$0 				"$33,700 "	"$33,700 "		"$6,600 "
767	10 WHIPPLE HILL RD	407/  86/  1000/  / 	407	86	1000	  2524/0286	"$37,800 "	"$492,400 "	134.7	1060	AC LND IMP		1	2016	"$8,700 "	"$483,700 "	"$492,400 "	$0 	3/21/01	"$500,000 "	11/18/86	"$34,000 "	"$445,200 "		"$3,800 "
598	263 ORFORD RD (LAND ONLY)	406/  1/  /  / 	406	1		  2293/0700	"$35,000 "	"$35,000 "	8.8	9035	TOWN-PROP	RD	1	2016	$0 	"$35,000 "	"$35,000 "	$0 	1/20/98	"$199,000 "	7/1/94	"$30,000 "	"$30,000 "		"$5,000 "
1034	62 BAKER HILL RD	409/  79/  /  / 	409	79		  3560/0357	"$33,700 "	"$121,000 "	37	1060	AC LND IMP	RD	1	2016	"$17,100 "	"$103,900 "	"$121,000 "	"$75,000 "	10/24/08			"$28,400 "	"$107,700 "		"$5,300 "
100642	60 BRECK HILL RD	405/  49/  /  / 	405	49		  2468/0135	"$33,000 "	"$33,000 "	5	1320	RES ACLNUD	RD	1	2016	$0 	"$33,000 "	"$33,000 "	"$280,000 "	5/9/00			"$30,000 "	"$30,000 "		"$3,000 "
387	111 RIVER RD (HEWES BROOK PRE	402/  89/  /  / 	402	89		  2624/0731	"$32,300 "	"$32,300 "	1	9035	TOWN-PROP	RD	1	2016	$0 	"$32,300 "	"$32,300 "	$0 	1/18/02	"$90,000 "	3/30/99	"$23,100 "	"$23,100 "		"$9,200 "
1077	44 BAILEY HILL LN	410/  33/  2000/  / 	410	33	2000	  3848/0046	"$30,700 "	"$997,900 "	525	6234	HWUNR-4	RD	1	2016	$0 	"$997,900 "	"$997,900 "	$0 	12/30/11	"$1,330,000 "	9/15/06	"$30,700 "	"$909,100 "		$0 
35	1 ON THE COMMON (COMMON)	201/  28/  /  / 	201	28		 	"$29,200 "	"$29,200 "	1.4	9035	TOWN-PROP	LCD	1	2016	$0 	"$29,200 "	"$29,200 "	$0 				"$24,000 "	"$24,000 "		"$5,200 "
136	2 PLEASANT ST (JAILHOUSE)	201/  94/  100/  / 	201	94	100	 	"$27,400 "	"$27,400 "	0.07	903I	MUNICPAL  MDL-96	LCD	1	2016	"$15,200 "	"$12,200 "	"$27,400 "	$0 				"$23,100 "	"$23,100 "		"$4,300 "
347	163 DARTMOUTH COLLEGE HY	402/  52/  /  / 	402	52		  3519/0397	"$27,400 "	"$302,300 "	31	1060	AC LND IMP	RD	1	2016	"$8,800 "	"$293,500 "	"$302,300 "	"$300,000 "	5/20/08			"$24,200 "	"$250,100 "		"$3,200 "
1058	294 BAKER HILL RD	410/  3/  /  / 	410	3		  4519/ 343	"$26,400 "	"$280,200 "	26	1060	AC LND IMP	RD	1	2016	"$9,400 "	"$270,800 "	"$280,200 "	"$396,933 "	5/14/20			"$21,300 "	"$222,700 "		"$5,100 "
192	68 PRESTON RD	401/  7/  /  / 	401	7		  1097/0311	"$25,500 "	"$689,600 "	191.4	6125	WPUN-5	RD	1	2016	$0 	"$689,600 "	"$689,600 "	$0 	5/1/90			"$25,500 "	"$576,600 "		$0 
102916	94 NORTH THETFORD RD	404/  46/  /  / 	404	46		  3937/0178	"$25,000 "	"$294,700 "	62	6505	FARM-5	RD	1	2016	$0 	"$294,700 "	"$294,700 "	"$186,000 "	12/4/12	"$140,000 "	5/9/10	"$25,000 "	"$238,600 "		$0 
836	92 ORFORD RD	407/  140/  /  / 	407	140		  4085/0657	"$24,500 "	"$258,100 "	14.84	1060	AC LND IMP	RD	1	2016	"$8,800 "	"$249,300 "	"$258,100 "	"$659,000 "	9/22/14	"$345,000 "	9/5/01	"$23,400 "	"$204,300 "		"$1,100 "
432	299 RIVER RD	403/  15/  /  / 	403	15		  2515/0075	"$23,700 "	"$23,700 "	0.15	1320	RES ACLNUD	RD	1	2016	$0 	"$23,700 "	"$23,700 "	"$15,000 "	2/2/01			"$19,200 "	"$19,200 "		"$4,500 "
1192	17 CANAAN LEDGE LN (L/O)	413/  19/  /  / 	413	19		 	"$22,300 "	"$22,300 "	2.7	9035	TOWN-PROP	ELD	1	2016	$0 	"$22,300 "	"$22,300 "	$0 				"$18,100 "	"$18,100 "		"$4,200 "
724	15 WHIPPLE HILL RD	407/  58/  1000/  / 	407	58	1000	  4197/0226	"$22,000 "	"$466,700 "	58.8	6506	FARM-6	RD	1	2016	$0 	"$466,700 "	"$466,700 "	$0 	3/29/16			"$22,000 "	"$425,900 "		$0 
102644	HORTON LN	408/  44/  /  / 	408	44		  0000/0000	"$20,800 "	"$145,900 "	25	1010	SINGLE FAM MDL01	RD	1	2016	"$6,300 "	"$139,600 "	"$145,900 "	$0 	7/26/05			"$20,100 "	"$121,500 "		$700 
603	385 ORFORD RD	406/  6/  /  / 	406	6		  2980/0489	"$20,600 "	"$250,000 "	64	6515	FARMR-5	RD	1	2016	$0 	"$250,000 "	"$250,000 "	$0 	4/8/04			"$20,600 "	"$254,000 "		$0 
100202	345 GRAFTON TK	422/  1/  /  / 	422	1		  3759/0955	"$20,600 "	"$848,400 "	752	6312	OTMR-2	MFD	1	2016	$0 	"$848,400 "	"$848,400 "	"$9,013,533 "	12/17/10			"$20,600 "	"$766,400 "		$0 
580	748 RIVER RD	405/  40/  /  / 	405	40		  1792/0815	"$19,300 "	"$19,300 "	7	1300	RES ACLNDV	RD	1	2016	$0 	"$19,300 "	"$19,300 "	$0 	2/15/89			"$17,500 "	"$17,500 "		"$1,800 "
1319	266 DORCHESTER RD	414/  63/  /  / 	414	63		  4204/0599	"$19,200 "	"$195,400 "	20	1060	AC LND IMP	RD	1	2016	"$4,000 "	"$191,400 "	"$195,400 "	$0 	5/12/16	"$455,000 "	6/22/09	"$24,800 "	"$163,200 "		"($5,600)"
1027	160 EAST ST	409/  72/  /  / 	409	72		  4519/ 348	"$19,100 "	"$401,100 "	241	6224	HWUN-4	RD	1	2016	$0 	"$401,100 "	"$401,100 "	"$248,300 "	5/14/20			"$19,100 "	"$354,800 "		$0 
85	39 UNION ST (LITTLE COMMON)	201/  59/  /  / 	201	59		 	"$16,900 "	"$16,900 "	0.38	9035	TOWN-PROP	LCD	1	2016	$0 	"$16,900 "	"$16,900 "	$0 				"$16,400 "	"$16,400 "		$500 
1055	100 EAST ST	409/  100/  /  / 	409	100		  4519/ 340	"$16,900 "	"$327,000 "	113	6124	WPUN-4	RD	1	2016	$0 	"$327,000 "	"$327,000 "	"$328,900 "	5/14/20			"$16,900 "	"$199,100 "		$0 
1417	370 SMITH MOUNTAIN RD	418/  3/  /  / 	418	3		  1411/0301	"$16,700 "	"$345,400 "	314	6234	HWUNR-4	MFD	1	2016	$0 	"$345,400 "	"$345,400 "	"$60,000 "	12/2/80			"$16,700 "	"$374,000 "		$0 
101562	626 DORCHESTER RD	421/  22/  /  / 	421	22		  4414/0586	"$16,600 "	"$379,800 "	213	1060	AC LND IMP	RD	1	2016	$900 	"$378,900 "	"$379,800 "	"$100,000 "	1/31/19			"$16,400 "	"$338,900 "		$200 
1207	5 FLINT HILL RD	414/  1/  /  / 	414	1		  4358/0113	"$16,100 "	"$16,100 "	1.1	1320	RES ACLNUD	RD	1	2016	$0 	"$16,100 "	"$16,100 "	$0 	5/4/18	"$50,000 "	1/16/97	"$12,600 "	"$12,600 "		"$3,500 "
333	39 SHOESTRAP RD (OLD DUMP)	402/  39/  /  / 	402	39		 	"$15,700 "	"$15,700 "	1.8	9035	TOWN-PROP	RD	1	2016	$0 	"$15,700 "	"$15,700 "	$0 				"$12,100 "	"$12,100 "		"$3,600 "
311	92 PRESTON RD	402/  19/  /  / 	402	19		  3718/0951	"$15,600 "	"$637,800 "	146.1	6235	HWUNR-5	RD	1	2016	$0 	"$637,800 "	"$637,800 "	"$494,000 "	7/7/10	"$233,760 "	12/30/86	"$15,600 "	"$537,000 "		$0 
102772	131 GRAFTON TK	413/  4/  /  / 	413	4		  3848/0046	"$14,800 "	"$519,500 "	372	6232	HWUNR-2	ELD	1	2016	$0 	"$519,500 "	"$519,500 "	$0 	12/30/11	"$650,000 "	1/29/07	"$14,800 "	"$447,800 "		$0 
1362	164 SMITH MOUNTAIN RD	415/  28/  /  / 	415	28		  4159/ 807	"$14,700 "	"$96,100 "	130	1320	RES ACLNUD	MFD	1	2016	$0 	"$96,100 "	"$96,100 "	$0 	9/18/15			"$13,300 "	"$86,900 "		"$1,400 "
807	41 HIGHBRIDGE RD	407/  115/  /  / 	407	115		  4383/0493	"$14,500 "	"$722,500 "	205	6335	OTUNR-5	RD	1	2016	$0 	"$722,500 "	"$722,500 "	"$515,000 "	8/23/18			"$14,500 "	"$628,800 "		$0 
407	39 EAST THETFORD RD	403/  5/  /  / 	403	5		  4489/ 718	"$13,900 "	"$420,900 "	41.08	6516	FARMR-6	RD	1	2016	$0 	"$420,900 "	"$420,900 "	$0 	12/19/19	"$88,000 "	10/23/96	"$13,900 "	"$339,600 "		$0 
659	65 POST POND LN	407/  19/  /  / 	407	19		  4041/0810	"$13,900 "	"$13,900 "	0.17	1320	RES ACLNUD	RD	1	2016	$0 	"$13,900 "	"$13,900 "	$0 	2/24/14	"$5,050 "	7/18/88	"$12,100 "	"$12,100 "		"$1,800 "
1277	443 DORCHESTER RD	414/  44/  /  / 	414	44		  4193/0233	"$13,900 "	"$294,200 "	149	6334	OTUNR-4	ELD	1	2016	$0 	"$294,200 "	"$294,200 "	"$50,000 "	3/15/16			"$13,900 "	"$261,000 "		$0 
102875	520  DORCHESTER RD	420/  27/  /  / 	420	27		  4216/0484	"$13,700 "	"$848,300 "	370	6115	WPMR-5	ELD	1	2016	$0 	"$848,300 "	"$848,300 "	"$1,300,000 "	6/27/16	"$1,246,000 "	9/19/13	"$13,700 "	"$718,400 "		$0 
1177	21 TYLER HILL RD	413/  10/  /  / 	413	10		  4068/ 0339	"$13,700 "	"$324,600 "	286	6232	HWUNR-2	MFD	1	2016	$0 	"$324,600 "	"$324,600 "	"$257,467 "	7/7/14			"$13,700 "	"$292,700 "		$0 
992	216 DORCHESTER RD	409/  45/  /  / 	409	45		  3848/0046	"$13,500 "	"$680,300 "	207.89	6135	WPUNR-5	RD	1	2016	$0 	"$680,300 "	"$680,300 "	$0 	12/30/11	"$600,000 "	3/1/06	"$13,500 "	"$599,100 "		$0 
101502	44 BLISS LN	410/  51/  /  / 	410	51		  2549/0311	"$13,400 "	"$13,400 "	8.1	1320	RES ACLNUD	RD	1	2016	$0 	"$13,400 "	"$13,400 "	$0 	4/27/01			"$11,600 "	"$11,600 "		"$1,800 "
1360	200 SMITH MOUNTAIN RD	415/  26/  /  / 	415	26		  3792/0264	"$12,400 "	"$228,600 "	117.4	6133	WPUNR-3	MFD	1	2016	$0 	"$228,600 "	"$228,600 "	"$117,000 "	5/10/11	"$5,000 "	4/10/87	"$12,400 "	"$206,800 "		$0 
465	7 RECORDRIDGE LN	403/  47/  /  / 	403	47		  3360/0554	"$12,300 "	"$250,900 "	36.2	6516	FARMR-6	RD	1	2016	$0 	"$250,900 "	"$250,900 "	"$800,000 "	12/8/06	"$525,000 "	8/9/01	"$12,300 "	"$195,500 "		$0 
561	597 RIVER RD (PORTER CEMETERY	405/  25/  /  / 	405	25		 	"$12,200 "	"$12,200 "	0.36	9035	TOWN-PROP		1	2016	$0 	"$12,200 "	"$12,200 "	$0 				"$11,900 "	"$11,900 "		$300 
1028	65 ALDEN LN	409/  73/  /  / 	409	73		  3964/0537	"$12,200 "	"$12,200 "	6	1320	RES ACLNUD	RD	1	2016	$0 	"$12,200 "	"$12,200 "	"$10,000 "	3/22/13			"$10,500 "	"$10,500 "		"$1,700 "
1394	100 DAVISON LN	416/  24/  /  / 	416	24		  2299/0262	"$11,800 "	"$166,300 "	378	6213	HWMR-3		1	2016	$0 	"$166,300 "	"$166,300 "	$0 	2/24/98	"$20,000 "	2/2/96	"$11,800 "	"$151,200 "		$0 
686	50 POST POND LN	407/  26/  /  / 	407	26		  2231/0147	"$11,600 "	"$11,600 "	4.2	9200	NON PROFIT  MDL-00	RD	1	2016	$0 	"$11,600 "	"$11,600 "	$0 	12/9/96	"$4,000 "	4/9/92	"$10,500 "	"$10,500 "		"$1,100 "
675	62 POST POND LN	407/  23/  /  / 	407	23		  4041/0810	"$11,300 "	"$52,400 "	17.04	1320	RES ACLNUD	RD	1	2016	$0 	"$52,400 "	"$52,400 "	$0 	2/24/14	"$153,524 "	2/18/93	"$10,300 "	"$47,600 "		"$1,000 "
272	30 WILMOTT WY (LAND ONLY)	401/  62/  /  / 	401	62		 	"$11,300 "	"$11,300 "	1.3	9035	TOWN-PROP	RD	1	2016	$0 	"$11,300 "	"$11,300 "	$0 				"$9,000 "	"$9,000 "		"$2,300 "
591	100 BRECK HILL RD	405/  45/  1000/  / 	405	45	1000	  1994/0666	"$11,200 "	"$346,300 "	21.15	1300	RES ACLNDV	RD	1	2016	$0 	"$346,300 "	"$346,300 "	$0 	12/19/94			"$11,200 "	"$258,900 "		$0 
1488	680 DORCHESTER RD	421/  20/  /  / 	421	20		  1693/ 809	"$11,200 "	"$332,900 "	222	6233	HWUNR-3	MFD	1	2016	$0 	"$332,900 "	"$332,900 "	$0 	9/14/87			"$11,200 "	"$296,300 "		$0 
1446	581 DORCHESTER RD	420/  7/  1000/  / 	420	7	1000	  3479/0620	"$11,000 "	"$630,500 "	243	6104	WPM-4	ELD	1	2016	$0 	"$630,500 "	"$630,500 "	"$190,000 "	12/27/07	"$250,000 "	10/18/88	"$11,000 "	"$595,200 "		$0 
1442	517 DORCHESTER RD (BEALE CEM	420/  5/  /  / 	420	5		 	"$10,900 "	"$10,900 "	0.57	9035	TOWN-PROP	ELD	1	2016	$0 	"$10,900 "	"$10,900 "	$0 				"$9,200 "	"$9,200 "		"$1,700 "
705	4 PUSHEE FALLS LN	407/  45/  /  / 	407	45		  1895/0176	"$10,800 "	"$10,800 "	1.6	1060	AC LND IMP	RD	1	2016	"$2,000 "	"$8,800 "	"$10,800 "	$0 	1/7/91			"$10,000 "	"$10,000 "		$800 
1009	95 BAKER HILL RD	409/  57/  /  / 	409	57		  3869/0211	"$10,800 "	"$366,700 "	75	6514	FARMR-4	RD	1	2016	$0 	"$366,700 "	"$366,700 "	$0 	3/19/12	"$325,933 "	3/21/05	"$10,800 "	"$306,500 "		$0 
512	40 BRECK HILL RD	404/  37/  /  / 	404	37		  3819/0886	"$10,200 "	"$265,100 "	35.34	6506	FARM-6	RD	1	2016	$0 	"$265,100 "	"$265,100 "	"$140,000 "	9/13/11			"$10,200 "	"$212,700 "		$0 
320	81 PRESTON RD	402/  26/  2000/  / 	402	26	2000	  3669/0559	"$9,700 "	"$433,100 "	57.7	6514	FARMR-4	RD	1	2016	$0 	"$433,100 "	"$433,100 "	$0 	12/17/09			"$9,700 "	"$395,000 "		$0 
717	241 ORFORD RD	407/  54/  /  / 	407	54		  4183/ 134	"$9,600 "	"$447,800 "	74.1	6610	SPI FARMR	RD	1	2016	$0 	"$447,800 "	"$447,800 "	"$400,000 "	1/7/16			"$9,600 "	"$405,000 "		$0 
